@logo      B&M-General Particle Tracer
numderivs           0
cputime     3.000e+00
position    9.900e-01
            x           y           z         rxy          Bx          By          Bz           G           t           m           q      nmacro      rmacro          ID 
   5.334e-10 -3.152e-09  9.900e-01  3.197e-09 -4.948e-03  1.714e-02  6.951e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  5.840e+02 
  -1.848e-09  1.301e-10  9.900e-01  1.853e-09  1.255e-02 -1.252e-04  6.952e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  5.920e+02 
   2.500e-09  1.252e-09  9.900e-01  2.795e-09 -1.804e-02 -1.374e-02  6.949e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  6.000e+02 
  -4.043e-10 -1.137e-09  9.900e-01  1.207e-09  3.138e-03  8.967e-03  6.952e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  6.080e+02 
  -2.707e-09  2.323e-09  9.900e-01  3.567e-09  1.642e-02 -1.191e-02  6.950e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  6.160e+02 
   3.045e-09  1.921e-10  9.900e-01  3.051e-09 -1.527e-02 -4.973e-04  6.951e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  6.240e+02 
  -7.570e-10 -1.410e-09  9.900e-01  1.600e-09  2.033e-02  1.436e-02  6.949e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  6.320e+02 
  -5.493e-11  9.220e-11  9.900e-01  1.073e-10  1.288e-03 -3.858e-03  6.953e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  6.400e+02 
  -5.153e-10 -5.851e-11  9.900e-01  5.186e-10  6.841e-04  2.671e-02  6.948e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  6.440e+02 
   2.086e-09 -1.989e-09  9.900e-01  2.882e-09 -1.198e-02  1.228e-02  6.951e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  6.480e+02 
  -3.643e-11 -1.852e-09  9.900e-01  1.852e-09 -8.925e-04  1.182e-02  6.952e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  6.560e+02 
  -2.552e-09  1.082e-09  9.900e-01  2.772e-09  2.155e-02 -4.751e-03  6.950e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  6.640e+02 
   4.153e-10  6.457e-10  9.900e-01  7.677e-10 -4.190e-03 -7.539e-03  6.953e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  6.720e+02 
  -1.762e-09 -3.254e-09  9.900e-01  3.700e-09  1.014e-02  1.682e-02  6.950e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  6.800e+02 
  -1.894e-09  2.151e-09  9.900e-01  2.866e-09  9.829e-03 -1.084e-02  6.952e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  6.880e+02 
   2.052e-09  5.327e-10  9.900e-01  2.120e-09 -2.201e-02 -1.053e-02  6.949e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  6.960e+02 
  -3.325e-10 -1.881e-10  9.900e-01  3.821e-10  6.126e-03  2.630e-03  6.953e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  7.040e+02 
  -8.014e-10  3.266e-09  9.900e-01  3.363e-09  2.136e-03 -1.827e-02  6.951e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  7.120e+02 
